Stav,Pavilon,Místnost,IČ,Inv. číslo,Název,Seznam,,Cena,Datum pořízení,IČ1,IČ2,Podtyp,Poznámka,SN,Typ,VYRAD,Změna,_source_2024,_source_2025
OK,1,32,,UP-6251,,TRUE,,18 137.90,29.12.2023,UP,6251,,,,PC HP Elite Mini 600G9,,,,True
OK,2,32,,UP-6252,,TRUE,,20 636.55,29.12.2023,UP,6252,,,,PC HP Pro Tower 400 G9,,,,True
,,,,S-5571,,TRUE,,16 637.50,29.12.2021,S,5571,,,,PC HP ProDesk 405G6 SFF,,,,True
OK,1,23,,UP-5931,,TRUE,,52 607.17,23.08.2022,UP,5931,,,,PC Premio Game A261SM,,,,True
OK,1,23,,UP-5932,,TRUE,,52 607.17,23.08.2022,UP,5932,,,,PC Premio Game A261SM,,,,True
OK,1,23,,UP-5933,,TRUE,,52 607.17,23.08.2022,UP,5933,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5934,,TRUE,,52 607.17,23.08.2022,UP,5934,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5935,,TRUE,,52 607.17,23.08.2022,UP,5935,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5936,,TRUE,,52 607.17,23.08.2022,UP,5936,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5937,,TRUE,,52 607.17,23.08.2022,UP,5937,,,,PC Premio Game A261SM,,,,True
OK,1,23,,UP-5938,,TRUE,,52 607.17,23.08.2022,UP,5938,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5939,,TRUE,,52 607.17,23.08.2022,UP,5939,,,,PC Premio Game A261 - SM,,,,True
OK,1,23,,UP-5940,,TRUE,,52 607.17,23.08.2022,UP,5940,,,,PC Premio Game A261-SM,,,,True
OK,3,05,,UP-5941,,TRUE,,52 607.17,23.08.2022,UP,5941,,,,PC Premio Game A261 - SM,,,,True
OK,1,23,,UP-5942,,TRUE,,52 607.17,23.08.2022,UP,5942,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5943,,TRUE,,52 607.17,23.08.2022,UP,5943,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5944,,TRUE,,52 607.17,23.08.2022,UP,5944,,,,PC Premio Game A261SM,,,,True
,,,,UP-5946,,TRUE,,52 607.17,23.08.2022,UP,5946,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5930,,TRUE,,95 852.57,23.08.2022,UP,5930,,,,PC Premio Game A261-SM,,,,True
OK,2,24,,S-4590,,TRUE,,10 677.00,31.08.2016,S,4590,,,,PC ProDesk 400G3,,,,True
,,,,UP-4628,,TRUE,,5 980.00,13.06.2017,UP,4628,,,,PC-Dell Opteplex,,,,True
,,,,UP-4629,,TRUE,,5 980.00,13.06.2017,UP,4629,,,,PC-Dell Opteplex,,,,True
OK,1,32,,S-4627,,TRUE,,19 089.00,22.12.2016,S,4627,,,,PC-HP 280 G2MT,,,,True
,,,,S-4729,,TRUE,,7 921.50,22.12.2017,S,4729,,,,PC-HP Compag Elite 8200,,,,True
,,,,S-4728,,TRUE,,7 921.50,22.12.2017,S,4728,,,,PC-HP Compag Elite 8200,,,,True
,,,,UP-4624,,TRUE,,11 898.00,29.05.2017,UP,4624,,,,PC-Intel HD (Win 10 Pro CZ),,,,True
,,,,S-4641,,TRUE,,20 593.00,12.05.2017,S,4641,,,,PC-notebook Acer TMP 259-02 CE,,,,True
,,,,S-3459,,TRUE,,15 890.00,15.12.2010,S,3459,,,,PC-notebook Acer TMS,,,,True
,,,,S-4640,,TRUE,,25 027.00,11.04.2017,S,4640,,,,PC-notebook Dell inspiron17 HD,,,,True
,,,,S-3609,,TRUE,,14 900.00,12.09.2011,S,3609,,,,PC-notebook TM5744 TravelMate,,,,True
,,,,S-3635,,TRUE,,21 500.00,16.11.2011,S,3635,,,,PC-notebook TM5760G,,,,True
,,,,S-3636,,TRUE,,26 250.00,16.11.2011,S,3636,,,,PC-notebook TM6760G,,,,True
,,,,S-3613,,TRUE,,14 900.00,22.09.2011,S,3613,,,,PC-notebook TMS5744,,,,True
,,,,S-3889,,TRUE,,16 590.00,12.07.2012,S,3889,,,,"PC-notebook Toshiba 15.6""",,,,True
,,,,S-3890,,TRUE,,16 590.00,12.07.2012,S,3890,,,,"PC-notebook Toshiba 15.6""",,,,True
,,,,S-3891,,TRUE,,16 590.00,12.07.2012,S,3891,,,,"PC-notebook Toshiba 15.6""",,,,True
,,,,S-268,,TRUE,,25 090.00,28.03.2006,S,268,,,,PC-počítač AMD,,,,True
,,,,S-4379,,TRUE,,12 690.00,31.08.2015,S,4379,,,,plátno NOBO Eletric,,,,True
,,,,S-6012,,TRUE,,732.05,24.11.2023,S,6012,,,,Polička perforovaná,,,,True
OK,1,27,,UP-5953,,TRUE,,9 999.00,03.10.2022,UP,5953,,,,Programovatelná meteo stanice,,,,True
,,,,S-5462,,TRUE,,34 727.00,08.12.2021,S,5462,,,,Projektor,,,,True
,,,,S-5463,,TRUE,,34 727.00,08.12.2021,S,5463,,,,Projektor,,,,True
,,,,S-4890,,TRUE,,18 567.00,31.10.2019,S,4890,,,,Projektor Acer 3D/1280x800,,,,True
,,,,S-4891,,TRUE,,18 567.00,31.10.2019,S,4891,,,,Projektor Acer 3D/1280x800,,,,True
,,,,S-4892,,TRUE,,18 567.00,31.10.2019,S,4892,,,,Projektor Acer 3D/1280x800,,,,True
,,,,S-5054,,TRUE,,23 225.00,03.08.2020,S,5054,,,,Projektor Acer DLP P5330W,,,,True
,,,,S-5072,,TRUE,,33 000.00,01.09.2020,S,5072,,,,Projektor Acer P5330W DLP 3D,,,,True
,,,,UP-3529,,TRUE,,35 000.00,28.12.2010,UP,3529,,,,projektor ACER S5200,,,,True
,,,,UP-1566,,TRUE,,60 000.00,21.12.2004,UP,1566,,,,projektor BenQ PB 7230-KU,,,,True
,,,,S-4195,,TRUE,,22 236.00,16.07.2014,S,4195,,,,projektor Epson EB,,,,True
,,,,S-4378,,TRUE,,19 500.00,31.08.2015,S,4378,,,,projektor Epson EB-W28300,,,,True
,,,,S-5566,,TRUE,,29 990.00,22.12.2021,S,5566,,,,Projektor Optoma HD29HVL,,,,True
,,,,UP-4772,,TRUE,,16 456.00,30.08.2018,UP,4772,,,,projektor Viewsonic,,,,True
,,,,UP-4770,,TRUE,,37 722.00,30.08.2018,UP,4770,,,,projektor VIVITEK,,,,True
,,,,UP-4771,,TRUE,,37 722.00,30.08.2018,UP,4771,,,,projektor VIVITEK,,,,True
,,,,S-4506,,TRUE,,38 135.00,25.12.2015,S,4506,,,,projektor VIVITEK-video,,,,True
,,,,S-4507,,TRUE,,38 135.00,25.12.2015,S,4507,,,,projektor VIVITEK-video,,,,True
,,,,UP-6368,,TRUE,,3 029.00,15.11.2024,UP,6368,,,,Přenosný reproduktor,,,,True
,,,,S-4861,,TRUE,,0.00,29.03.2019,S,4861,,,,přepsát,,,,True
,,,,S-3130,,TRUE,,497.50,19.12.2008,S,3130,,,,repro bedničky 2.0,,,,True
OK,3,26,,S-6321,,TRUE,,2 290.00,05.12.2024,S,6321,,,,Repro bedny Genius - černé,,,,True
,,,,UP-5807,,TRUE,,1 890.00,06.12.2021,UP,5807,,,,Repro bedny Genius dřevěné,,,,True
OK,3,25,,S-6124,,TRUE,,2 050.00,15.04.2024,S,6124,,,,Repro bedny Genius dřevěné,,,,True
OK,1,25,,S-6151,,TRUE,,2 290.00,06.09.2024,S,6151,,,,Repro bedny Genius SP-HF 1800A,,,,True
OK,2,31,,S-6495,,TRUE,,2 290.00,23.12.2024,S,6495,,,,Repro bedny Genius SP-HF 1800A,,,,True
OK,1,25,,S-6496,,TRUE,,2 290.00,23.12.2024,S,6496,,,,Repro bedny Genius SP-HF 1800A,,,,True
OK,2,05,,S-5038,,TRUE,,1 590.00,22.06.2020,S,5038,,,,Repro Genius-dřevěná 50 W,,,,True
,,,,S-5039,,TRUE,,1 590.00,22.06.2020,S,5039,,,,Repro Genius-dřevěná 50 W,,,,True
,,,,UP-5914,,TRUE,,7 990.00,01.07.2022,UP,5914,,,,Reproduktor-LG ON7 Hi-Fi,,,,True
,,,,UP-5915,,TRUE,,7 990.00,01.07.2022,UP,5915,,,,Reproduktor-LG ON7 Hi-Fi,,,,True
,,,,S-3973,,TRUE,,2 000.00,14.12.2012,S,3973,,,,reproduktory,,,,True
,,,,S-6006,,TRUE,,26 365.90,15.11.2023,S,6006,,,,Router FortiGate 60F,,,,True
,,,,S-5470,,TRUE,,18 668.43,08.12.2021,S,5470,,,,Rozvaděč,,,,True
,,,,S-5429,,TRUE,,153 348.14,03.09.2021,S,5429,,,,Rozvodná skříň pro opt. kabeláž,,,,True
,,,,UP-6608,,TRUE,,298 860.32,03.02.2025,UP,6608,,,,Ruční 3D Skener EinScan HX,,,,True
,,,,UP-6609,,TRUE,,298 860.32,03.02.2025,UP,6609,,,,Ruční 3D Skener EinScan HX,,,,True
,,,,UP-5728,,TRUE,,50 820.00,08.12.2021,UP,5728,,,,Sada progr. pro tvorbu grafiky,,,,True
,,,,S-5477,,TRUE,,317 579.42,08.12.2021,S,5477,,,,Server 1,,,,True
,,,,S-5478,,TRUE,,317 579.42,08.12.2021,S,5478,,,,Server 2,,,,True
,,,,S-5894,,TRUE,,958 078.00,07.10.2022,S,5894,,,,Serwer DELL PowerEdge,,,,True
,,,,UP-6735,,TRUE,,21 589.20,11.03.2025,UP,6735,,,,Skener StereoLabs ZED 2i,,,,True
,,,,UP-6642,,TRUE,,2 170.74,03.02.2025,UP,6642,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6643,,TRUE,,2 170.74,03.02.2025,UP,6643,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6644,,TRUE,,2 170.74,03.02.2025,UP,6644,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6645,,TRUE,,2 170.74,03.02.2025,UP,6645,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6646,,TRUE,,2 170.74,03.02.2025,UP,6646,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6647,,TRUE,,2 170.74,03.02.2025,UP,6647,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6648,,TRUE,,2 170.74,03.02.2025,UP,6648,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6649,,TRUE,,2 170.74,03.02.2025,UP,6649,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6650,,TRUE,,2 170.74,03.02.2025,UP,6650,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6651,,TRUE,,2 170.74,03.02.2025,UP,6651,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6652,,TRUE,,2 170.74,03.02.2025,UP,6652,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6653,,TRUE,,2 170.74,03.02.2025,UP,6653,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6654,,TRUE,,2 170.74,03.02.2025,UP,6654,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6655,,TRUE,,2 170.74,03.02.2025,UP,6655,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6656,,TRUE,,2 170.74,03.02.2025,UP,6656,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6657,,TRUE,,2 170.74,03.02.2025,UP,6657,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6658,,TRUE,,2 170.74,03.02.2025,UP,6658,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6659,,TRUE,,2 170.74,03.02.2025,UP,6659,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6660,,TRUE,,2 170.74,03.02.2025,UP,6660,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6661,,TRUE,,2 170.74,03.02.2025,UP,6661,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6662,,TRUE,,2 170.74,03.02.2025,UP,6662,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6663,,TRUE,,2 170.74,03.02.2025,UP,6663,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6664,,TRUE,,2 170.74,03.02.2025,UP,6664,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6665,,TRUE,,2 170.74,03.02.2025,UP,6665,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,UP-6666,,TRUE,,2 170.74,03.02.2025,UP,6666,,,,Sluchátka HP HYPERX CLOUDII,,,,True
,,,,S-3948,,TRUE,,6 332.00,14.12.2012,S,3948,,,,sluchátko jazykové,,,,True
,,,,S-3949,,TRUE,,6 332.00,14.12.2012,S,3949,,,,sluchátko jazykové,,,,True
,,,,S-3950,,TRUE,,6 332.00,14.12.2012,S,3950,,,,sluchátko jazykové,,,,True
,,,,S-3951,,TRUE,,6 332.00,14.12.2012,S,3951,,,,sluchátko jazykové,,,,True
,,,,S-3952,,TRUE,,6 332.00,14.12.2012,S,3952,,,,sluchátko jazykové,,,,True
,,,,S-3953,,TRUE,,6 332.00,14.12.2012,S,3953,,,,sluchátko jazykové,,,,True
,,,,S-3954,,TRUE,,6 332.00,14.12.2012,S,3954,,,,sluchátko jazykové,,,,True
,,,,S-3955,,TRUE,,6 332.00,14.12.2012,S,3955,,,,sluchátko jazykové,,,,True
,,,,S-3956,,TRUE,,6 332.00,14.12.2012,S,3956,,,,sluchátko jazykové,,,,True
,,,,S-3957,,TRUE,,6 332.00,14.12.2012,S,3957,,,,sluchátko jazykové,,,,True
,,,,S-3958,,TRUE,,6 332.00,14.12.2012,S,3958,,,,sluchátko jazykové,,,,True
,,,,S-3959,,TRUE,,6 332.00,14.12.2012,S,3959,,,,sluchátko jazykové,,,,True
,,,,S-3960,,TRUE,,6 332.00,14.12.2012,S,3960,,,,sluchátko jazykové,,,,True
,,,,S-3961,,TRUE,,6 332.00,14.12.2012,S,3961,,,,sluchátko jazykové,,,,True
,,,,S-3962,,TRUE,,6 332.00,14.12.2012,S,3962,,,,sluchátko jazykové,,,,True
,,,,S-3963,,TRUE,,6 332.00,14.12.2012,S,3963,,,,sluchátko jazykové,,,,True
,,,,S-3964,,TRUE,,6 332.00,14.12.2012,S,3964,,,,sluchátko jazykové,,,,True
,,,,S-3965,,TRUE,,6 332.00,14.12.2012,S,3965,,,,sluchátko jazykové,,,,True
,,,,S-3966,,TRUE,,6 332.00,14.12.2012,S,3966,,,,sluchátko jazykové,,,,True
,,,,S-3967,,TRUE,,6 332.00,14.12.2012,S,3967,,,,sluchátko jazykové,,,,True
,,,,S-3968,,TRUE,,6 332.00,14.12.2012,S,3968,,,,sluchátko jazykové,,,,True
,,,,S-3969,,TRUE,,6 332.00,14.12.2012,S,3969,,,,sluchátko jazykové,,,,True
,,,,S-3970,,TRUE,,6 332.00,14.12.2012,S,3970,,,,sluchátko jazykové,,,,True
,,,,S-3971,,TRUE,,6 332.00,14.12.2012,S,3971,,,,sluchátko jazykové,,,,True
,,,,S-3972,,TRUE,,6 332.00,14.12.2012,S,3972,,,,sluchátko jazykové,,,,True
,,,,S-4509,,TRUE,,1 815.00,25.12.2015,S,4509,,,,snímač interaktivní,,,,True
,,,,S-4510,,TRUE,,1 815.00,25.12.2015,S,4510,,,,snímač interaktivní,,,,True
,,,,S-4511,,TRUE,,1 815.00,25.12.2015,S,4511,,,,snímač interaktivní,,,,True
,,,,UP-4773,,TRUE,,2 790.00,30.08.2018,UP,4773,,,,snímač interaktivní,,,,True
,,,,UP-4774,,TRUE,,2 790.00,30.08.2018,UP,4774,,,,snímač interaktivni,,,,True
,,,,S-4715,,TRUE,,2 562.00,24.11.2017,S,4715,,,,snímač interaktivní E4ST,,,,True
,,,,S-4716,,TRUE,,2 562.00,24.11.2017,S,4716,,,,snímač interaktivní E4ST,,,,True
,,,,S-4717,,TRUE,,2 562.00,24.11.2017,S,4717,,,,snímač interaktivní E4ST,,,,True
,,,,UP-6763,,TRUE,,501 500.23,12.05.2025,UP,6763,,,,Software pro obsluhu 3D objektů,,,,True
,,,,UP-5970,,TRUE,,6 190.00,14.11.2022,UP,5970,,,,Stativ Vanguard VEO 3,,,,True
,,,,S-5472,,TRUE,,7 528.41,08.12.2021,S,5472,,,,SW pro server 1,,,,True
,,,,S-5473,,TRUE,,7 528.41,08.12.2021,S,5473,,,,SW pro server 2,,,,True
,,,,UP-5748,,TRUE,,multilicence,96 800.00,UP,5748,,,,SW Quine Engine,,,,True
,,,,S-6526,,TRUE,,26 184.40,03.02.2025,S,6526,,,,Switch Aruba JL677A 6100,,,,True
,,,,S-6525,,TRUE,,26 184.40,03.02.2025,S,6525,,,,Switch Aruba JL677A 6100 24G,,,,True
,,,,S-4790,,TRUE,,13 217.00,04.10.2018,S,4790,,,,Switch HP 2530 24G,,,,True
,,,,S-4791,,TRUE,,24 049.00,04.10.2018,S,4791,,,,Switch HP 2530 48G,,,,True
,,,,S-4347,,TRUE,,14 153.00,14.05.2015,S,4347,,,,Switch HP 2530-24G,,,,True
,,,,S-5481,,TRUE,,172 148.82,08.12.2021,S,5481,,,,Switche (1+2) - 9 ks,,,,True
,,,,UP-5956,,TRUE,,9 668.00,25.10.2022,UP,5956,,,,Tablet Acer Enduro Urban T3,,,,True
,,,,UP-5957,,TRUE,,9 668.00,25.10.2022,UP,5957,,,,Tablet Acer Enduro Urban T3,,,,True
,,,,UP-5958,,TRUE,,9 668.00,25.10.2022,UP,5958,,,,Tablet Acer Enduro Urban T3,,,,True
,,,,UP-5961,,TRUE,,10 273.00,25.10.2022,UP,5961,,,,Tablet Apple iPad,,,,True
,,,,UP-5962,,TRUE,,10 273.00,25.10.2022,UP,5962,,,,Tablet Apple iPad,,,,True
OK,1,27,,UP-5964,,TRUE,,10 273.00,25.10.2022,UP,5964,,,,Tablet Apple iPad,,,,True
,,,,UP-5965,,TRUE,,10 273.00,25.10.2022,UP,5965,,,,Tablet Apple iPad,,,,True
,,,,S-4748,,TRUE,,11 499.00,27.04.2018,S,4748,,,,tablet Lenovo MIIX 320,,,,True
,,,,S-6590,,TRUE,,24 480.00,02.09.2025,S,6590,,,,Tablet ONYX BOOX TAB X C +,,,,True
,,,,UP-5994,,TRUE,,21 990.00,30.12.2022,UP,5994,,,,"Tablet Samsung Galaxy TAB S8 11""",,,,True
,,,,UP-6378,,TRUE,,9 922.00,22.11.2024,UP,6378,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6379,,TRUE,,9 922.00,22.11.2024,UP,6379,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6380,,TRUE,,9 922.00,22.11.2024,UP,6380,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6381,,TRUE,,9 922.00,22.11.2024,UP,6381,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6382,,TRUE,,9 922.00,22.11.2024,UP,6382,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6383,,TRUE,,9 922.00,22.11.2024,UP,6383,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6384,,TRUE,,9 922.00,22.11.2024,UP,6384,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6385,,TRUE,,9 922.00,22.11.2024,UP,6385,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6386,,TRUE,,9 922.00,22.11.2024,UP,6386,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6387,,TRUE,,9 922.00,22.11.2024,UP,6387,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6388,,TRUE,,9 922.00,22.11.2024,UP,6388,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6389,,TRUE,,9 922.00,22.11.2024,UP,6389,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6390,,TRUE,,9 922.00,22.11.2024,UP,6390,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6391,,TRUE,,9 922.00,22.11.2024,UP,6391,,,,Tablet Samsung Galaxy+obal+folie,,,,True
,,,,UP-6341,,TRUE,,8 269.00,30.08.2024,UP,6341,,,,Tablet Samsung,,,,True
,,,,UP-6142,,TRUE,,21 490.00,27.10.2023,UP,6142,,,,Tablet W11PRO platinový,,,,True
,,,,S-4178,,TRUE,,6 550.00,10.04.2014,S,4178,,,,"tablet YOGA 8""",,,,True
,,,,UP-5069,,TRUE,,6 700.00,30.09.2019,UP,5069,,,,Tablet-Acer Iconia One 10FHD,,,,True
,,,,S-4593,,TRUE,,528.00,31.08.2016,S,4593,,,,TP-Link TL-WN722,,,,True
,,,,S-4594,,TRUE,,528.00,31.08.2016,S,4594,,,,TP-Link TL-WN722,,,,True
,,,,S-4595,,TRUE,,528.00,31.08.2016,S,4595,,,,TP-Link TL-WN722,,,,True
,,,,S-4597,,TRUE,,528.00,31.08.2016,S,4597,,,,TP-Link TL-WN722,,,,True
,,,,S-5896,,TRUE,,1 839.20,30.12.2022,S,5896,,,,Tranciever 10G,,,,True
,,,,S-5897,,TRUE,,1 839.20,30.12.2022,S,5897,,,,Tranciever 10G,,,,True
,,,,S-5898,,TRUE,,1 839.20,30.12.2022,S,5898,,,,Tranciever 10G,,,,True
,,,,S-5899,,TRUE,,1 839.20,30.12.2022,S,5899,,,,Tranciever 10G,,,,True
,,,,UP-5924,,TRUE,,31 460.00,02.08.2022,UP,5924,,,,Třídní sada VEX GO-el. a díly,,,,True
,,,,UP-5925,,TRUE,,31 460.00,02.08.2022,UP,5925,,,,Třídní sada VEX GO-el. a díly,,,,True
,,,,S-6548,,TRUE,,9 590.00,21.03.2025,S,6548,,,,UPS Eaton Ellipse ECO 1600VA,,,,True
,,,,S-5901,,TRUE,,8 987.88,30.12.2022,S,5901,,,,UPS Network Management,,,,True
,,,,UP-6141,,TRUE,,35 874.00,25.09.2023,UP,6141,,,,VEX 123-žákovská sada-6 ks,,,,True
,,,,UP-5926,,TRUE,,16 516.50,02.08.2022,UP,5926,,,,VEX GO-doplňkové díly a herní pole,,,,True
,,,,UP-5927,,TRUE,,16 516.50,02.08.2022,UP,5927,,,,VEX GO-doplňkové díly a herní pole,,,,True
,,,,UP-6531,,TRUE,,15 488.00,31.12.2024,UP,6531,,,,VEX IQ - žákovská sada,,,,True
,,,,UP-6532,,TRUE,,15 488.00,31.12.2024,UP,6532,,,,VEX IQ - žákovská sada,,,,True
,,,,UP-6533,,TRUE,,15 488.00,31.12.2024,UP,6533,,,,VEX IQ - žákovská sada,,,,True
,,,,UP-6534,,TRUE,,15 488.00,31.12.2024,UP,6534,,,,VEX IQ - žákovská sada,,,,True
,,,,UP-6535,,TRUE,,15 488.00,31.12.2024,UP,6535,,,,VEX IQ - žákovská sada,,,,True
,,,,UP-6528,,TRUE,,6 292.00,31.12.2024,UP,6528,,,,VEX IQ-rozš. sada-robot.stavebnice,,,,True
,,,,S-5998,,TRUE,,9 505.50,06.09.2023,S,5998,,,,Videovrátník monitor,,,,True
,,,,S-5999,,TRUE,,9 505.50,06.09.2023,S,5999,,,,Videovrátník monitor,,,,True
,,,,S-6000,,TRUE,,9 505.50,06.09.2023,S,6000,,,,Videovrátník monitor,,,,True
,,,,S-6001,,TRUE,,9 505.50,06.09.2023,S,6001,,,,Videovrátník monitor,,,,True
,,,,S-6002,,TRUE,,9 505.50,06.09.2023,S,6002,,,,Videovrátník monitor,,,,True
,,,,UP-5842,,TRUE,,15 984.10,22.12.2021,UP,5842,,,,Virtuální brýle,,,,True
,,,,S-5464,,TRUE,,14 520.00,08.12.2021,S,5464,,,,Vizualizér,,,,True
,,,,S-3702,,TRUE,,21 000.00,24.11.2011,S,3702,,,,Vizualizer DC 11,,,,True
,,,,UP-5729,,TRUE,,10 890.00,08.12.2021,UP,5729,,,,VRay-Cinema 4D - software,,,,True
,,,,UP-5730,,TRUE,,10 890.00,08.12.2021,UP,5730,,,,VRay-Cinema 4D - software,,,,True
,,,,UP-5923,,TRUE,,35 937.00,02.08.2022,UP,5923,,,,Výukový robot-VEX 123-sada,,,,True
,,,,S-5480,,TRUE,,358 387.99,08.12.2021,S,5480,,,,WiFi síť AP1-30 ks+AP2-2 ks,,,,True
,,,,UP-4631,,TRUE,,500.00,13.06.2017,UP,4631,,,,Windows 10Pro Mar,,,,True
,,,,UP-4632,,TRUE,,500.00,13.06.2017,UP,4632,,,,Windows 10Pro Mar,,,,True
,,,,UP-4633,,TRUE,,500.00,13.06.2017,UP,4633,,,,Windows 10Pro Mar,,,,True
,,,,S-5482,,TRUE,,132 891.72,08.12.2021,S,5482,,,,Windows Server 2016-licence 550,,,,True
,,,,S-5474,,TRUE,,17 651.08,08.12.2021,S,5474,,,,Zálohovací systém Veeam 1,,,,True
,3,27,,S-5475,,TRUE,,17 651.08,08.12.2021,S,5475,,,,Zálohovací systém Veeam 2,,,,True
OK,1,25,Š,4625,Monitor,,,,,,,,Nalezeno navíc při fyzické inventuře,,,,,,
OK,1,25,UP,3362,Monitor,,,,,,,,Nalezeno navíc při fyzické inventuře,,,,,,
OK,1,27,Š,3634 (vyřazeno),Monitor Acer,,,,,,,,Nalezeno navíc při fyzické inventuře,,,,,,
OK,1,27,Š,4413,Monitor,,,,,,,,Nalezeno navíc při fyzické inventuře,,,,,,
OK,1,31,Š,4626,Monitor,,,,,,,,Nalezeno navíc při fyzické inventuře,,,,,,
OK,2,06,Š,6731,Monitor,,,,,,,,Nalezeno navíc při fyzické inventuře,,,,,,
OK,2,26,UP,3528,Notebook,,,,,,,,Nalezeno navíc při fyzické inventuře,,,,,,
OK,2,32,Š,3710,Monitor,,,,,,,,Nalezeno navíc při fyzické inventuře,,,,,,
OK,2,32,Š,5807,Reproduktory,,,,,,,,Nalezeno navíc při fyzické inventuře,,,,,,
OK,3,06,UP,4582,Monitor,,,,,,,,Nalezeno navíc při fyzické inventuře,,,,,,
OK,3,21,UP,5308,Notebook HP,,,,,,,,Nalezeno navíc při fyzické inventuře,,,,,,
